"Date","User ID","Alias","Allocation","MTM","MTM %","Algo","Server","DTE","Index"
"2025-08-21","NEETU711","MSP_NEETUS_POS","6000000","-10721.25","-0.18%","1","VS15","0DTE","NF"
"2025-08-21","NEHARAM1","MSR_DEVAC3","10000000","-101085","-1.01%","15","VS5","0DTE","NF"
"2025-08-21","NILI1953","MSR_GIRNAAR1_POS","16000000","-49590","-0.31%","7","VS7","0DTE","NF"
"2025-08-21","NIMMI007","MSR_NIMMI","6000000","-10863.75","-0.18%","1","VS15","0DTE","NF"
"2025-08-21","NITINK68","MSR_KAPOOR2_INT","4000000","-8100","-0.20%","102","VS4","0DTE","NF"
"2025-08-21","NK0002","CCV_A7_PIYUSH_AGR_POS","14000000","-24435","-0.17%","7","VS16","0DTE","NF"
"2025-08-21","NP0007","CCV_PRAVEENB_POS","6000000","-10350","-0.17%","1","VS15","0DTE","NF"
"2025-08-21","PHAGARWA","MSP_PHAGARWA_POS","4000000","-23317.5","-0.58%","102","VS8","0DTE","NF"
"2025-08-21","PHARSHPR","MSP_HARSHP_UDAWAT_INT","4000000","-23557.5","-0.59%","102","VS8","0DTE","NF"
"2025-08-21","PHUFARUN","MSP_ARUNHUF_POS","6000000","-7530","-0.13%","1","VS15","0DTE","NF"
"2025-08-21","PIYA2311","MSR_SJVJ3_INT","6000000","-27888.75","-0.46%","15","VS19","0DTE","NF"
"2025-08-21","PJAGAG02","MSR_JAGDISH_PRASAD_AGARWAL_POS","10000000","-25533.75","-0.26%","7","VS11","0DTE","NF"
"2025-08-21","POORNI44","MSP_AMITP7","30000000","164212.5","0.55%","8","VS1","0DTE","NF"
"2025-08-21","PRATI446","MSP_PRATIBHA_POS","10000000","-32418.75","-0.32%","7","VS7","0DTE","NF"
"2025-08-21","PSANGHIC","MSP_SANGHI_POS","30000000","171498.75","0.57%","8","VS1","0DTE","NF"
"2025-08-21","PSIDDASS","MSP_SIDDHARTH_INT","4000000","-38707.5","-0.97%","1","VS2","0DTE","NF"
"2025-08-21","R7RA1207","MSR_BHARATG_POS","12000000","-124230","-1.04%","15","VS5","0DTE","NF"
"2025-08-21","R7RA1209","MSR_VARSHAC_INT","10000000","-27247.5","-0.27%","7","VS11","0DTE","NF"
"2025-08-21","R7RA1253","MSR_YOGESH5_INT","12000000","-121278.75","-1.01%","15","VS5","0DTE","NF"
"2025-08-21","R7RA1257","MSG_GAYATRIB_NOREN","1000000","-34181.25","-3.42%","5","VS6","0DTE","NF"
"2025-08-21","R7RA1261","MSR_BAPNA1_POS","6000000","-16766.25","-0.28%","7","VS9","0DTE","NF"
"2025-08-21","R7RA1264","MSG_ABHINAV","8000000","34380","0.43%","1","VS12","0DTE","NF"
"2025-08-21","R7RA1277","MSR_SSGUPTA3_INT","12000000","-6127.5","-0.05%","1","VS2","0DTE","NF"
"2025-08-21","R7RA1279","MSR_RYADAV1_INT","6000000","-9543.76","-0.16%","1","VS13","0DTE","NF"
"2025-08-21","R7RA1300","MSR_SSGUPTA2_INT","14000000","-141581.25","-1.01%","15","VS5","0DTE","NF"
"2025-08-21","R7RA1315","MSR_SSGUPTA4","16000000","-53658.75","-0.34%","7","VS7","0DTE","NF"
"2025-08-21","R7RA1322","MSR_RAJM8_3C","24000000","83122.51","0.35%","2","VS3","0DTE","NF"
"2025-08-21","R7RA1324","MSR_RAJM6_INT","14000000","-35906.25","-0.26%","1","VS13","0DTE","NF"
"2025-08-21","R7RA1327","MSR_RAJM5_INT","12000000","-23745","-0.20%","7","VS16","0DTE","NF"
"2025-08-21","RAHULG15","CC_RAHULGO_POS","10000000","-102397.5","-1.02%","15","VS14","0DTE","NF"
"2025-08-21","RAJ345GU","MSP_RAJESHGU","8000000","-24161.25","-0.30%","1","VS10","0DTE","NF"
"2025-08-21","RAJMOTOR","MSR_RAJM2_14C","80000000","-816885","-1.02%","15","VS14","0DTE","NF"
"2025-08-21","RAJULJ02","MSP_RAJUL_R_JOSHI","4000000","-7830","-0.20%","102","VS4","0DTE","NF"
"2025-08-21","RAMHUF22","MSR_RAMPAL_RATHI_HUF","8000000","-63757.5","-0.80%","7","VS9","0DTE","NF"
"2025-08-21","RKGHUF07","MSP_RKGHUF_POS","8000000","-80857.5","-1.01%","15","VS5","0DTE","NF"
"2025-08-21","ROOP1433","MSR_DHEER1_INT","2000000","285","0.01%","102","VS4","0DTE","NF"
"2025-08-21","RSASHISH","MSR_RAASHISH_POS","6000000","-9930","-0.17%","1","VS2","0DTE","NF"
"2025-08-21","RYSLTD10","MSR_RYS1_INT","12000000","-37995","-0.32%","7","VS7","0DTE","NF"
"2025-08-21","SARI2306","MSR_VGOEL2_INT","10000000","-31455","-0.31%","7","VS11","0DTE","NF"
"2025-08-21","SEMA2111","MSP_SEEMAJ_POS","8000000","5872.5","0.07%","1","VS10","0DTE","NF"
"2025-08-21","SHAMLAL4","CC_SHAMLAL_POS","8000000","32220","0.40%","2","VS3","0DTE","NF"
"2025-08-21","SHILPI25","MSR_MSMELODIA8_INT","10000000","-35508.75","-0.36%","1","VS10","0DTE","NF"
"2025-08-21","SHRADA79","MSR_AJIT1_INT","8000000","-49683.75","-0.62%","7","VS9","0DTE","NF"
"2025-08-21","SHRUTI43","MSR_LOYALKA2_POS","8000000","-53913.75","-0.67%","7","VS9","0DTE","NF"
"2025-08-21","SJVJ0002","MSR_SJVJ2","16000000","-53973.75","-0.34%","7","VS7","0DTE","NF"
"2025-08-21","SPAN0050","MSV_NIRAJDESAI_POS","8000000","-77977.5","-0.97%","15","VS5","0DTE","NF"
"2025-08-21","SPSINVES","MSP_SPSINVES_POS","4000000","-43196.25","-1.08%","1","VS10","0DTE","NF"
"2025-08-21","SUCHI076","MSR_RDANGAYACH3_8C","40000000","-107486.25","-0.27%","7","VS16","0DTE","NF"
"2025-08-21","SUSHAN82","MSP_SUSHANTG2","18000000","-182212.5","-1.01%","15","VS14","0DTE","NF"
"2025-08-21","SWAASTIK","MSP_SWASTIK_INVESTMENTS_3C","30000000","168371.25","0.56%","8","VS1","0DTE","NF"
"2025-08-21","TOLANI79","MSP_NARESHT_POS","10000000","-101925","-1.02%","15","VS5","0DTE","NF"
"2025-08-21","TOLANI81","MSP_RAJESHTOLANI","4000000","-3161.25","-0.08%","102","VS4","0DTE","NF"
"2025-08-21","TOLARAM9","MSP_TOLARAM_POS","6000000","-3405","-0.06%","1","VS15","0DTE","NF"
"2025-08-21","TRISHASA","MSR_TRISHALA_POS","8000000","-9165","-0.11%","1","VS2","0DTE","NF"
"2025-08-21","UMESH458","MSP_UMESH","4000000","-2482.5","-0.06%","102","VS4","0DTE","NF"
"2025-08-21","USHA8256","MSP_USHAS_POS","6000000","-15795","-0.26%","1","VS15","0DTE","NF"
"2025-08-21","VBANSALH","MSG_VBANSALH","12000000","-25061.25","-0.21%","7","VS16","0DTE","NF"
"2025-08-21","VCUBEVEN","MSR_LODHA1_5C","54000000","-544912.5","-1.01%","15","VS14","0DTE","NF"
"2025-08-21","VEDANGI2","MSR_VEDANGI_POS","12000000","57577.5","0.48%","2","VS3","0DTE","NF"
"2025-08-21","VIJAYS45","MSP_VIJAYS_POS","8000000","-24592.5","-0.31%","1","VS10","0DTE","NF"
"2025-08-21","VIJAYY02","MSP_VIJAYY_POS","8000000","-15333.75","-0.19%","102","VS8","0DTE","NF"
"2025-08-21","VIJE1983","MSR_LODHA2","30000000","195622.5","0.65%","8","VS1","0DTE","NF"
"2025-08-21","VINEET17","MSR_VINEETS","14000000","-32913.75","-0.24%","7","VS7","0DTE","NF"
"2025-08-21","VINEET48","MSR_JAGWAYAN3","12000000","-117438.75","-0.98%","15","VS19","0DTE","NF"
"2025-08-21","VIVEK339","MSR_VGOEL3","10000000","-103395","-1.03%","15","VS19","0DTE","NF"
"2025-08-21","VIVEK773","MSR_LODHA4_7C","66000000","-240596.25","-0.36%","7","VS11","0DTE","NF"
"2025-08-21","VIVK1978","MSR_VIVEKT","14000000","-91616.25","-0.65%","15","VS5","0DTE","NF"
"2025-08-21","VKJAIN48","MSR_A15_VKJAIN_FIX_2CR","20000000","-209887.5","-1.05%","15","VS19","0DTE","NF"
"2025-08-21","WXW24971","MSR_SHREYAB_POS","14000000","-40068.75","-0.29%","7","VS7","0DTE","NF"
"2025-08-21","YOGESC44","MSR_YOGESH6_8C","80000000","-124342.5","-0.16%","7","VS16","0DTE","NF"
"2025-08-21","ZPRO1","MSS_A7_GCLPRO_FIX_1CR_POS","10000000","-20088.75","-0.20%","7","VS16","0DTE","NF"
"2025-08-21","ZZJ13336","A7_FOUNDERS_2SL","80000000","-293400","-0.37%","7","VS16","0DTE","NF"
"2025-08-21","ZZJ13493","A8_13493_F_8C","160000000","1376557.5","0.86%","8","VS1","0DTE","NF"
"2025-08-21","ZZJ13494","A2_13494","210000000","517211.25","0.25%","2","VS3","0DTE","NF"
"2025-08-21","ZZJ13798","A7_RM8","180000000","-384956.25","-0.21%","7","VS11","0DTE","NF"
"2025-08-21","ZZJ13800","A8_PS_4C","50000000","119536.3","0.24%","19","VS20","0DTE","NF"
"2025-08-21","ZZJ13883","A2_13883_VTGB","120000000","210573.75","0.18%","2","VS3","0DTE","NF"
"2025-08-21","ZZJ14276","A15_FOUNDERS","240000000","-2420118.75","-1.01%","15","VS5","0DTE","NF"
"2025-08-21","ZZJ14800","A1_RM3","180000000","-273645","-0.15%","1","VS15","0DTE","NF"
"2025-08-21","ZZJ15219","A8_PS_ZZJ15219","160000000","1360305","0.85%","8","VS1","0DTE","NF"
"2025-08-21","ZZJ15221","A102_FOUNDERS","152000000","37841.25","0.02%","102","VS4","0DTE","NF"
"2025-08-21","ZZJ15222","A1_FOUNDERS","80000000","163335","0.20%","1","VS2","0DTE","NF"
"2025-08-21","ZZJ15326","A8_PS_ZZJ15326","80000000","738435","0.92%","8","VS1","0DTE","NF"
"2025-08-20","7RA110084","MSR_MSMELODIA4","20000000","-46886.25","-0.23%","8","VS1","1DTE","NF"
"2025-08-20","7RA110119","MSR_LOKESHGARG_3C","20000000","-47355","-0.24%","8","VS1","1DTE","NF"
"2025-08-20","7RA1IL10","MSR_INDALPHA1_INT","20000000","-47392.5","-0.24%","8","VS1","1DTE","NF"
"2025-08-20","ALOYALKA","MSN_ALOYALKA2_INT","20000000","43520.25","0.22%","8","VS1","1DTE","NF"
"2025-08-20","APCTEX10","MSR_GINNI7","20000000","41442","0.21%","8","VS1","1DTE","NF"
"2025-08-20","DLDH117","CC_A19_NPCC03","20000000","43318.5","0.22%","8","VS1","1DTE","NF"
"2025-08-20","DLL4298","A7_4298_PS","20000000","53295","0.27%","1","VS15","1DTE","NF"
"2025-08-20","DLL5265","A1_RM_5265","40000000","106657.5","0.27%","1","VS15","1DTE","NF"
"2025-08-20","HUFAJIT0","MSR_AJIT2_INT","20000000","43693.5","0.22%","8","VS1","1DTE","NF"
"2025-08-20","HUFVJEPH","MSP_VIKAS_JEPH_HUF","20000000","41643.75","0.21%","8","VS1","1DTE","NF"
"2025-08-20","LOYALKAV","MSR_LOYALKAV_POS","20000000","41739.75","0.21%","8","VS1","1DTE","NF"
"2025-08-20","MELOGIST","MSR_RYADAV4_6C","30000000","41835","0.14%","8","VS1","1DTE","NF"
"2025-08-20","MRUTVI02","MSR_YOGESH4","50000000","83856","0.17%","8","VS1","1DTE","NF"
"2025-08-20","MSIDDHAR","MSR_RAJM4","20000000","41685","0.21%","8","VS1","1DTE","NF"
"2025-08-20","POORNI44","MSP_AMITP7","30000000","41844","0.14%","8","VS1","1DTE","NF"
"2025-08-20","PSANGHIC","MSP_SANGHI_POS","30000000","41696.25","0.14%","8","VS1","1DTE","NF"
"2025-08-20","SWAASTIK","MSP_SWASTIK_INVESTMENTS_3C","30000000","43460.25","0.14%","8","VS1","1DTE","NF"
"2025-08-20","VIJE1983","MSR_LODHA2","30000000","43888.5","0.15%","8","VS1","1DTE","NF"
"2025-08-20","ZZJ13493","A8_13493_F_8C","160000000","339946.5","0.21%","8","VS1","1DTE","NF"
"2025-08-20","ZZJ13800","A8_PS_4C","50000000","20755.85","0.04%","19","VS20","1DTE","NF"
"2025-08-20","ZZJ15219","A8_PS_ZZJ15219","160000000","339634.5","0.21%","8","VS1","1DTE","NF"
"2025-08-20","ZZJ15222","A1_FOUNDERS","20000000","51892.5","0.26%","1","VS15","1DTE","NF"
"2025-08-20","ZZJ15326","A8_PS_ZZJ15326","80000000","169803","0.21%","8","VS1","1DTE","NF"
"2025-08-19","04101961","MSR_KABRA1_INT","20000000","129439","0.65%","7","VS9","0DTE","SX"
"2025-08-19","10408756","CC_CHADARAM_ARUNA_POS","6000000","43150","0.72%","7","VS16","0DTE","SX"
"2025-08-19","12321232","CC_SAMARDEEPB","2000000","8266","0.41%","1","VS15","0DTE","SX"
"2025-08-19","16384608","CC_ALPANAG_POS","6000000","28188","0.47%","1","VS15","0DTE","SX"
"2025-08-19","17585552","CC_TARIKKHAN","4000000","23935","0.60%","1","VS12","0DTE","SX"
"2025-08-19","1958ASHA","MSR_ASHA","10000000","48566","0.49%","7","VS11","0DTE","SX"
"2025-08-19","22042231","CC_ASHAC","6000000","34739","0.58%","7","VS11","0DTE","SX"
"2025-08-19","22196536","CC_KRUPALPATEL_POS","6000000","33126","0.55%","1","VS12","0DTE","SX"
"2025-08-19","24699329","CC_PUNEETG_POS","8000000","90394","1.13%","15","VS14","0DTE","SX"
"2025-08-19","26048336","CC_PIYUSHK2_INT","2000000","11466","0.57%","1","VS15","0DTE","SX"
"2025-08-19","27344149","CC_VIDHIM_INT","4000000","19130","0.48%","1","VS15","0DTE","SX"
"2025-08-19","29898256","CC_AKASA_POS","6000000","31518","0.53%","1","VS12","0DTE","SX"
"2025-08-19","30368271","CC_NIDHIC_POS","6000000","30248","0.50%","1","VS12","0DTE","SX"
"2025-08-19","31742427","MSG_KUMAR_KHILWANI","4000000","27027","0.68%","1","VS12","0DTE","SX"
"2025-08-19","35300800","MSG_RAMAGURU_POS","4000000","21869","0.55%","1","VS15","0DTE","SX"
"2025-08-19","36985212","MSR_SANJAYG1_POS","12000000","34031","0.28%","7","VS11","0DTE","SX"
"2025-08-19","40023384","CC_MANASIF_POS","4000000","13326","0.33%","1","VS15","0DTE","SX"
"2025-08-19","44109343","CCV_HARSHT_INT","2000000","7121","0.36%","1","VS15","0DTE","SX"
"2025-08-19","44574550","MSG_ARUSHI_ARORA","4000000","10676.6","0.27%","2","VS3","0DTE","SX"
"2025-08-19","46891412","CC_PRIYANKB_POS","6000000","31085","0.52%","1","VS12","0DTE","SX"
"2025-08-19","46966951","CC_PUSHKARA_POS","6000000","45399","0.76%","7","VS16","0DTE","SX"
"2025-08-19","52055541","CC_GOVINDJ_INT","4000000","12539","0.31%","1","VS15","0DTE","SX"
"2025-08-19","54046262","CC_ANKITBAJ_1_4CR_POS","10000000","98957","0.99%","15","VS14","0DTE","SX"
"2025-08-19","55802167","CC_SAMATAPAT_POS","6000000","32747","0.55%","1","VS12","0DTE","SX"
"2025-08-19","56285475","MSR_PAWANKRDANUKA","16000000","78734","0.49%","7","VS7","0DTE","SX"
"2025-08-19","56718024","CC_MAYURJADHAV_INT","4000000","14781","0.37%","1","VS12","0DTE","SX"
"2025-08-19","57437129","CC_SCHOUGULE_POS","10000000","48443.18","0.48%","2","VS3","0DTE","SX"
"2025-08-19","58463721","CCV_ROHITP_POS","6000000","26540","0.44%","1","VS12","0DTE","SX"
"2025-08-19","58480023","CC_VAIBHAVB_POS","8000000","38059","0.48%","15","VS5","0DTE","SX"
"2025-08-19","59244559","MSR_DEVAC4","12000000","45124","0.38%","7","VS7","0DTE","SX"
"2025-08-19","60CHANDA","MSR_CHANDADHANUKA","12000000","128274","1.07%","15","VS14","0DTE","SX"
"2025-08-19","62288965","MSG_NILOY_JAIN_POS","6000000","34324","0.57%","1","VS15","0DTE","SX"
"2025-08-19","64785796","CC_MEGHAAG_POS","10000000","41314.95","0.41%","2","VS3","0DTE","SX"
"2025-08-19","65872914","CC_LALITAB_POS","4000000","11939","0.30%","1","VS12","0DTE","SX"
"2025-08-19","67975010","MSR_GAURAVG_POS","10000000","45923","0.46%","7","VS11","0DTE","SX"
"2025-08-19","71430960","CCV_SOMINJ_POS","4000000","28198","0.70%","1","VS12","0DTE","SX"
"2025-08-19","72881081","CC_PIYUSHK_INT","4000000","15850","0.40%","1","VS12","0DTE","SX"
"2025-08-19","74059822","MSR_VAIBHAVG1_POS","16000000","164750","1.03%","15","VS14","0DTE","SX"
"2025-08-19","74125896","MSR_RITESHS2_POS","4000000","26614","0.67%","1","VS13","0DTE","SX"
"2025-08-19","74727658","CC_PALAKS_POS","4000000","22330","0.56%","1","VS12","0DTE","SX"
"2025-08-19","74962685","CC_MANISHA_POS","4000000","28827","0.72%","1","VS12","0DTE","SX"
"2025-08-19","77149338","CC_JATING_POS","8000000","49323","0.62%","15","VS5","0DTE","SX"
"2025-08-19","78651236","MSP_AMITP6","24000000","97327","0.41%","2","VS3","0DTE","SX"
"2025-08-19","7RA110015","MSV_KALPESHV_POS","8000000","39155","0.49%","15","VS19","0DTE","SX"
"2025-08-19","7RA110024","MSR_PAREEKK1_INT","10000000","67535","0.68%","15","VS14","0DTE","SX"
"2025-08-19","7RA110031","MSR_SAURABHB_POS","8000000","45979","0.57%","1","VS15","0DTE","SX"
"2025-08-19","7RA110032","MSR_RDANGAYACH4_INT","40000000","253000","0.63%","15","VS14","0DTE","SX"
"2025-08-19","7RA110035","MSR_RDANGAYACH5_FULL_POS10CR","32000000","83023","0.26%","102","VS8","0DTE","SX"
"2025-08-19","7RA110045","MSR_KUSHAGRAMT_POS","8000000","46699","0.58%","1","VS10","0DTE","SX"
"2025-08-19","7RA110080","MSR_MSMELODIA7","22000000","151336","0.69%","15","VS14","0DTE","SX"
"2025-08-19","7RA110084","MSR_MSMELODIA4","20000000","151193","0.76%","8","VS1","0DTE","SX"
"2025-08-19","7RA110085","MSR_BHOJWANI2_POS","8000000","44813","0.56%","1","VS2","0DTE","SX"
"2025-08-19","7RA110095","MSR_MAHESHWARI1_POS","4000000","25772","0.64%","1","VS10","0DTE","SX"
"2025-08-19","7RA110113","MSR_AGNANI2_INT","8000000","63937","0.80%","15","VS14","0DTE","SX"
"2025-08-19","7RA110114","MSR_KALPANAAG1_INT","4000000","25361","0.63%","1","VS2","0DTE","SX"
"2025-08-19","7RA110116","MSR_SUBODHKG_POS","6000000","38270","0.64%","1","VS13","0DTE","SX"
"2025-08-19","7RA110117","MSR_MEHTA2_POS","10000000","56293","0.56%","7","VS9","0DTE","SX"
"2025-08-19","7RA110119","MSR_LOKESHGARG_3C","20000000","164060","0.82%","8","VS1","0DTE","SX"
"2025-08-19","7RA1APC","MSR_GINNI1_INT","6000000","33007","0.55%","15","VS19","0DTE","SENSEX"
"2025-08-19","7RA1GF07","MSR_GINNI4_INT","6000000","37213","0.62%","1","VS15","0DTE","SX"
"2025-08-19","7RA1GFL","MSR_GINNI6_INT","10000000","54552","0.55%","7","VS7","0DTE","SX"
"2025-08-19","7RA1GT70","MSR_GIRNAAR2_POS","12000000","47467","0.40%","15","VS5","0DTE","SX"
"2025-08-19","7RA1GTL","MSR_GINNI3_INT","6000000","39786","0.66%","1","VS10","0DTE","SX"
"2025-08-19","7RA1IL10","MSR_INDALPHA1_INT","20000000","157324","0.79%","8","VS1","0DTE","SX"
"2025-08-19","7RA1KH71","MSR_KAILASHR_POS","8000000","43833","0.55%","7","VS9","0DTE","SX"
"2025-08-19","7RA1KP76","MSR_GINNI13_3C","30000000","166038","0.55%","7","VS7","0DTE","SX"
"2025-08-19","7RA1LL11","MSR_LOYALKA3_POS","16000000","114512","0.72%","15","VS14","0DTE","SX"
"2025-08-19","7RA1MH88","MSR_MSMELODIA1_INT","6000000","33181","0.55%","15","VS19","0DTE","SX"
"2025-08-19","7RA1ND40","MSP_NITINDUSAD","12000000","78289","0.65%","1","VS2","0DTE","SX"
"2025-08-19","7RA1PG011","MSP_PGFOILS_7C","70000000","372681","0.53%","7","VS11","0DTE","SX"
"2025-08-19","7RA1RM61","MSR_RAJM9_INT","46000000","209773","0.46%","15","VS5","0DTE","SX"
"2025-08-19","7RA1SM99","MSR_JAGWAYAN2","10000000","54602","0.55%","7","VS7","0DTE","SX"
"2025-08-19","7RA1SP74","MSR_GINNI12","32000000","222603","0.70%","15","VS14","0DTE","SX"
"2025-08-19","7RA1SP90","MSR_JAGWAYAN1","8000000","46469","0.58%","15","VS5","0DTE","SX"
"2025-08-19","7RIK2002","MSR_AKAGAR_INT","12000000","41909","0.35%","15","VS5","0DTE","SX"
"2025-08-19","7RIK2005","MSR_RAJM7_INT","16000000","80454","0.50%","7","VS11","0DTE","SX"
"2025-08-19","7RIK2014","MSR_KABRA2","4000000","27673","0.69%","1","VS13","0DTE","SX"
"2025-08-19","7RIK2015","MSR_MAHAJANI1_POS","14000000","88746","0.63%","7","VS9","0DTE","SX"
"2025-08-19","7RIK2017","MSR_SONI_KISHOREH_POS","8000000","45589","0.57%","7","VS9","0DTE","SX"
"2025-08-19","7RIKAH01","MSN_DALMIA2_POS","6000000","5211","0.09%","102","VS8","0DTE","SX"
"2025-08-19","7RIKBC01","MSR_BAGRODIA3_INT","14000000","80218","0.57%","7","VS7","0DTE","SX"
"2025-08-19","7RMAPK80","MSP_PRAVEENKUMAR_POS","2000000","6585","0.33%","1","VS2","0DTE","SX"
"2025-08-19","82930874","CC_MRINALDEBNATH_INT","2000000","3391","0.17%","1","VS12","0DTE","SX"
"2025-08-19","84506940","MSP_NIKITAJ","4000000","11119","0.28%","102","VS8","0DTE","SX"
"2025-08-19","85533200","CC__JOHNJOSEPH_FULL_POS1CR","30000000","191853","0.64%","7","VS16","0DTE","SX"
"2025-08-19","87316853","CC_JAYACHAN_INT","6000000","35114","0.59%","7","VS11","0DTE","SX"
"2025-08-19","89769315","CC_NISHADS_INT","4000000","20170","0.50%","1","VS12","0DTE","SX"
"2025-08-19","90757742","MSR_ABBASSIR_POS","10000000","63551","0.64%","7","VS9","0DTE","SX"
"2025-08-19","91582593","CC_APOORVAP_POS","4000000","23073","0.58%","1","VS12","0DTE","SX"
"2025-08-19","92176368","CCV_VIVEK_THEBARIA_FIX_1CR_INT","1000000","-44384.75","-4.44%","5","VS6","0DTE","SX"
"2025-08-19","92348046","CCV_ANKITADOK_POS","8000000","60527","0.76%","7","VS9","0DTE","SX"
"2025-08-19","92609325","CC_SEEMAB_POS","6000000","29826","0.50%","1","VS12","0DTE","SX"
"2025-08-19","95221347","CCV_BHARATINIL_POS","6000000","34507","0.58%","1","VS15","0DTE","SX"
"2025-08-19","95366550","MSR_BHARNI2_INT","4000000","22459","0.56%","1","VS2","0DTE","SX"
"2025-08-19","97255501","CC_BINAYD","6000000","30190","0.50%","1","VS12","0DTE","SX"
"2025-08-19","ABHISHAM","CC_ABHISHAM","10000000","65082","0.65%","7","VS16","0DTE","SX"
"2025-08-19","ADINAATH","MSP_AMITP2_INT","6000000","22452","0.37%","1","VS2","0DTE","SX"
"2025-08-19","ADITI758","MSR_MSMELODIA3","14000000","75043","0.54%","7","VS7","0DTE","SX"
"2025-08-19","AJ008DW","A8_RM_ACH_6C","180000000","984493","0.55%","15","VS5","0DTE","SX"
"2025-08-19","AJIT0112","MSR_AJIT3_5C","32000000","314707","0.98%","15","VS14","0DTE","SX"
"2025-08-19","AKSHAT59","MSP_AKSHATP_POS","6000000","26702","0.45%","1","VS2","0DTE","SX"
"2025-08-19","ALGO25","CCV_A7_VTCAP_FIX_5CR_INT","50000000","258624","0.52%","7","VS11","0DTE","SX"
"2025-08-19","ALOYALKA","MSN_ALOYALKA2_INT","20000000","126175","0.63%","8","VS1","0DTE","SX"
"2025-08-19","AMIIIT02","MSR_PAREEKK2","20000000","97262","0.49%","7","VS11","0DTE","SX"
"2025-08-19","AMIT1444","MSP_AMITP5_3C","30000000","200121","0.67%","7","VS16","0DTE","SX"
"2025-08-19","AMIT3732","MSP_AMITAG_POS","8000000","36537","0.46%","1","VS13","0DTE","SX"
"2025-08-19","AMITHUFB","MSV_AMITBANSAL_POS","10000000","87339","0.87%","15","VS14","0DTE","SX"
"2025-08-19","AMRI2610","MSR_MSMELODIA6_INT","24000000","134556","0.56%","7","VS7","0DTE","SX"
"2025-08-19","ANANTINV","MSP_AMITP10_INT","4000000","30526","0.76%","1","VS13","0DTE","SX"
"2025-08-19","ANISHA48","MSP_SUSHANTG1_POS","6000000","22931","0.38%","102","VS4","0DTE","SX"
"2025-08-19","ANKITKH9","MSP_ANKITAMIT_POS","4000000","8580","0.21%","102","VS4","0DTE","SX"
"2025-08-19","ANNUPRNA","MSP_ANNAPURNA_POS","8000000","25651","0.32%","1","VS2","0DTE","SX"
"2025-08-19","APCTEX10","MSR_GINNI7","20000000","106316","0.53%","8","VS1","0DTE","SX"
"2025-08-19","APOORV77","MSR_APOORVG_POS","6000000","41268","0.69%","1","VS13","0DTE","SX"
"2025-08-19","ARCHAA30","MSP_ARCHANA_POS","8000000","27612","0.35%","1","VS10","0DTE","SX"
"2025-08-19","ASM19850","MSR_AJATSAT_POS","6000000","26576","0.44%","1","VS2","0DTE","SX"
"2025-08-19","ASRENTER","MSR_ASR1_5C","42000000","242343","0.58%","7","VS9","0DTE","SX"
"2025-08-19","AVS00RKL","CC_RAJESHK_POS","14000000","55533.61","0.40%","2","VS3","0DTE","SX"
"2025-08-19","AVS03LKW","CC_LAXMIK_POS","10000000","106560","1.07%","15","VS14","0DTE","SX"
"2025-08-19","AVSRKHUF","CC_RKHILWANI","18000000","100756","0.56%","7","VS11","0DTE","SX"
"2025-08-19","B7RA1AE07","MSR_ASR2_INT","52000000","339509","0.65%","15","VS14","0DTE","SX"
"2025-08-19","B7RA1KH60","MSR_GINNI9_INT","14000000","50562","0.36%","2","VS3","0DTE","SX"
"2025-08-19","B7RA1NH61","MSR_GINNI5_INT","8000000","44464","0.56%","7","VS9","0DTE","SX"
"2025-08-19","B7RA1RL35","MSR_RYS2_3C","24000000","104175","0.43%","15","VS19","0DTE","SENSEX"
"2025-08-19","B7RA1RS76","MSR_RITESHS1_POS","6000000","28407","0.47%","7","VS9","0DTE","SX"
"2025-08-19","BAID1975","MSR_NAVEENB_POS","16000000","83711","0.52%","7","VS11","0DTE","SX"
"2025-08-19","BENU1954","MSR_HEMPRA1_POS","4000000","30676","0.77%","1","VS13","0DTE","SX"
"2025-08-19","BHADADAG","CC_GAYATRIB_FIX_1CR_0SL_POS","10000000","63676","0.64%","7","VS16","0DTE","SX"
"2025-08-19","BHADADAR","CC_BHADADAR_FIX_1CR_0_SL_POS","10000000","98444","0.98%","15","VS14","0DTE","SX"
"2025-08-19","BHARA212","MSR_BHARNI1","14000000","137614","0.98%","15","VS14","0DTE","SX"
"2025-08-19","BINA0007","MSR_VAIBHAVG2","4000000","9926","0.25%","102","VS8","0DTE","SX"
"2025-08-19","DANGA982","MSR_RDANGAYACH2_8C","30000000","96276","0.32%","1","VS15","0DTE","SX"
"2025-08-19","DANGAHUF","MSR_RDANGAYACH1_INT","22000000","93054.77","0.42%","2","VS3","0DTE","SX"
"2025-08-19","DEEP5212","MSR_SANJAYG2_POS","8000000","30043","0.38%","1","VS12","0DTE","SX"
"2025-08-19","DEVA1957","MSR_DEVAC1_INT","10000000","44847","0.45%","1","VS13","0DTE","SX"
"2025-08-19","DHIR1433","MSR_DHEER2_INT","4000000","9005","0.23%","102","VS8","0DTE","SX"
"2025-08-19","DHIRAJYS","CC_DHIRAJY_POS","8000000","45136.29","0.56%","2","VS3","0DTE","SX"
"2025-08-19","DIVYA934","MSP_DIVYAT_POS","12000000","43631","0.36%","1","VS2","0DTE","SX"
"2025-08-19","DLDH117","CC_A19_NPCC03","20000000","109834","0.55%","8","VS1","0DTE","SX"
